Using configfile tools/sidid/sidid.cfg
--- SIDId engine classification for HVSC #85 (hvsc85/).
--- generator: tools/sidid (upstream cadaver/sidid @ ee92b8d96d9dda6d06d24674740577ddcbfe4f79 2026-07-14), SIDId V1.09,
---   PATCHED to not truncate paths at 56 chars -- see tools/sidid_no_truncate.patch.
MUSICIANS/C/Cubehead/Dragon_Egg_intro.sid                DMC
MUSICIANS/C/Cubehead/Dynamic_Rythms.sid                  DMC
MUSICIANS/C/Cubehead/Eternity.sid                        DMC
MUSICIANS/C/Cubehead/Exicart.sid                         DMC
MUSICIANS/C/Cubehead/Fear_and_Media.sid                  DMC
MUSICIANS/C/Cubehead/For_A_N_L.sid                       DMC
MUSICIANS/C/Cubehead/For_Domination_05.sid               DMC
MUSICIANS/C/Cubehead/For_Lion.sid                        DMC
MUSICIANS/C/Cubehead/Fun_We_Look_4.sid                   DMC
MUSICIANS/C/Cubehead/Gangstaz_Paradise.sid               DMC
MUSICIANS/C/Cubehead/IQ_Collapsing_12.sid                DMC
MUSICIANS/C/Cubehead/IQ_of_a_Vandalist.sid               DMC
MUSICIANS/C/Cubehead/I_Wont_Write_Happy_Song.sid         DMC
MUSICIANS/C/Cubehead/Ill_Messagero.sid                   DMC
MUSICIANS/C/Cubehead/Ill_Messagero_long_version.sid      DMC
MUSICIANS/C/Cubehead/Kaviar.sid                          DMC
MUSICIANS/C/Cubehead/Long_Night.sid                      DMC
MUSICIANS/C/Cubehead/Loyal_Spice.sid                     DMC
MUSICIANS/C/Cubehead/Never_Brake_Me.sid                  DMC
MUSICIANS/C/Cubehead/New_Life.sid                        DMC
MUSICIANS/C/Cubehead/No_More_Techno.sid                  DMC
MUSICIANS/C/Cubehead/Noisy_Paranoia_intro.sid            DMC
MUSICIANS/C/Cubehead/Ode_to_DOS.sid                      DMC
MUSICIANS/C/Cubehead/Oldtimer.sid                        DMC
MUSICIANS/C/Cubehead/Onslaught_and_Hardcore_Intro.sid    DMC
MUSICIANS/C/Cubehead/Orbital_Dreams_2.sid                DMC
MUSICIANS/C/Cubehead/Over_Optimism.sid                   DMC
MUSICIANS/C/Cubehead/PF.sid                              DMC
MUSICIANS/C/Cubehead/Pig_Turns_to_Pork_Tonight.sid       DMC
MUSICIANS/C/Cubehead/Present.sid                         DMC
MUSICIANS/C/Cubehead/Rage.sid                            DMC
MUSICIANS/C/Cubehead/Reflection_tune_2.sid               DMC
MUSICIANS/C/Cubehead/Relapse.sid                         DMC
MUSICIANS/C/Cubehead/Revolution-Evolution.sid            DMC
MUSICIANS/C/Cubehead/Sanity_1.sid                        DMC
MUSICIANS/C/Cubehead/Sensi-Tive.sid                      DMC
MUSICIANS/C/Cubehead/Shapeless_Dreams.sid                DMC
MUSICIANS/C/Cubehead/Sperm.sid                           DMC
MUSICIANS/C/Cubehead/Stop_War.sid                        DMC
MUSICIANS/C/Cubehead/Summer_Santa_Claus_tune_1.sid       DMC
MUSICIANS/C/Cubehead/Summer_Santa_Claus_tune_3.sid       DMC
MUSICIANS/C/Cubehead/Summer_Santa_Claus_tune_4.sid       DMC
MUSICIANS/C/Cubehead/Summer_Santa_Claus_tune_6.sid       DMC
MUSICIANS/C/Cubehead/Thats_a_Man.sid                     DMC
MUSICIANS/C/Cubehead/Threat.sid                          DMC
MUSICIANS/C/Cubehead/Vandalism_News_22_tune_2.sid        DMC
MUSICIANS/C/Cubehead/Vandalism_News_28_tune_1.sid        DMC
MUSICIANS/C/Cubehead/Vandalism_News_31_tune_6.sid        DMC
MUSICIANS/C/Cubehead/Wind.sid                            DMC
MUSICIANS/C/Cunningham_Steve/Gloria.sid                  Master_Composer
MUSICIANS/C/Cunningham_Steve/Hear_It_for_the_Boy.sid     Master_Composer
MUSICIANS/C/Cunningham_Steve/Raiders_of_the_Lost_Ark.sid Master_Composer
MUSICIANS/C/Cuomo_Jim/Cage_Match.sid                     Jim_Cuomo
MUSICIANS/C/Cuomo_Jim/Raging_Beast.sid                   Jim_Cuomo
MUSICIANS/C/Cuomo_Jim/Slam_Dunk.sid                      Jim_Cuomo
MUSICIANS/C/Curt_Cool/Crack_Addict.sid                   GoatTracker_V2.x
MUSICIANS/C/Curt_Cool/Do_the_SID_SID.sid                 GoatTracker_V1.x
MUSICIANS/C/Curt_Cool/Eyesee64.sid                       GoatTracker_V2.x
MUSICIANS/C/Curt_Cool/Gamegirl.sid                       GoatTracker_V1.x
MUSICIANS/C/Curt_Cool/Gameon.sid                         GoatTracker_V2.x
MUSICIANS/C/Curt_Cool/Great_Big_Motherfucking_Hoax.sid   GoatTracker_V2.x
MUSICIANS/C/Curt_Cool/Pacemaker.sid                      GoatTracker_V2.x
MUSICIANS/C/Curt_Cool/Summer_Rain.sid                    GoatTracker_V2.x
MUSICIANS/C/Curt_Cool/Tribute_to_Storm.sid               GoatTracker_V2.x
MUSICIANS/C/Cyberbrain/Arpeggio.sid                      CyberTracker
MUSICIANS/C/Cyberbrain/Bluesbassline.sid                 CyberTracker
MUSICIANS/C/Cyberbrain/C64_meets_303.sid                 CyberTracker
MUSICIANS/C/Cyberbrain/China.sid                         CyberTracker_exe
MUSICIANS/C/Cyberbrain/Computermusik.sid                 CyberTracker
MUSICIANS/C/Cyberbrain/Crack-Intro.sid                   CyberTracker
MUSICIANS/C/Cyberbrain/Higher_State_of_SID.sid           CyberTracker
MUSICIANS/C/Cyberbrain/Holy_Maling.sid                   Cyberbrain_Digi
MUSICIANS/C/Cyberbrain/HomeGirlRap.sid                   CyberTracker
MUSICIANS/C/Cyberbrain/Song.sid                          CyberTracker
MUSICIANS/C/Cyberbrain/Sverige.sid                       Cyberbrain_Digi
MUSICIANS/C/Cyberbrain/Voodoo_People_part_1.sid          Cyberbrain_Digi
MUSICIANS/C/Cyberbrain/Voodoo_People_part_2.sid          Cyberbrain_Digi
MUSICIANS/C/Cyberbrain/Voodoo_People_part_3.sid          Cyberbrain_Digi
MUSICIANS/C/Cyberdyne/Cyberdyne_01.sid                   DMC
MUSICIANS/C/Cyberdyne/Genetic_Dreams_11_tune_2.sid       DMC
MUSICIANS/C/Cyberdyne/Imposition.sid                     DMC
MUSICIANS/C/Cyberdyne/Krombacher_note.sid                DMC
MUSICIANS/C/Cyberdyne/Krombacher_tune_4.sid              DMC
MUSICIANS/C/Cyberdyne/Megamix.sid                        RoMuzak_V6.x
MUSICIANS/C/Cyberdyne/Strange.sid                        DMC
MUSICIANS/C/Cyberdyne/Trouble_in_Paderborn.sid           RoMuzak_V6.x
MUSICIANS/C/Cyberdyne/Walking_Willy.sid                  RoMuzak_V6.x
MUSICIANS/C/Cyborgjeff/Cubic_Dream.sid                   GoatTracker_V2.x
MUSICIANS/C/Cyborgjeff/Grid_Pix_tunes_5_and_6.sid        GoatTracker_V2.x
MUSICIANS/C/Cyborgjeff/Powerglove.sid                    GoatTracker_V2.x
MUSICIANS/C/Cyborgjeff/Relentless_64.sid                 GoatTracker_V2.x
MUSICIANS/C/Cyborgjeff/Relentless_Promo.sid              GoatTracker_V2.x
MUSICIANS/C/Cyborgjeff/Robomania.sid                     GoatTracker_V2.x
MUSICIANS/C/Cyborgjeff/Wolfling.sid                      GoatTracker_V2.x
MUSICIANS/C/Cyborgjeff/Wolfling_Reloaded_teaser.sid      GoatTracker_V2.x
MUSICIANS/C/Cycleburner/Anal_Probe_part_3.sid            Cycleburner_Digi
MUSICIANS/C/Cycleburner/Batmix.sid                       Cycleburner_Digi
MUSICIANS/C/Cycleburner/Graphical_Excess_part_3.sid      Cycleburner_Digi
MUSICIANS/C/Cycleburner/Handjob_Lotion_Endpart.sid       Cycleburner_Digi
MUSICIANS/C/Cycleburner/Kalle_Kloakk_intro.sid           Cycleburner_Digi
MUSICIANS/C/Cycleburner/Look_Sharp.sid                   Cycleburner_Digi
MUSICIANS/C/Cycleburner/Piece_of_Cake_3_part_6.sid       Cycleburner_Digi
MUSICIANS/C/Cycleburner/Seal_of_Focalor_Fear.sid         Cycleburner_Digi
MUSICIANS/C/Cycleburner/Seal_of_Focalor_Greed.sid        Cycleburner_Digi
MUSICIANS/C/Cycleburner/Seal_of_Focalor_Hate.sid         Cycleburner_Digi
MUSICIANS/C/Cycleburner/Sign_O_Times.sid                 Cycleburner_Digi
MUSICIANS/C/Cycleburner/Top_Priority_part_1.sid          Cycleburner_Digi
MUSICIANS/C/Cycleburner/Top_Priority_part_2.sid          Cycleburner_Digi
MUSICIANS/C/Cycleburner/Top_Priority_part_3.sid          Cycleburner_Digi
MUSICIANS/C/Cycleburner/Top_Priority_part_4.sid          Cycleburner_Digi
MUSICIANS/C/Cycleburner/Tribute_1994_invitation.sid      Cycleburner_Digi
MUSICIANS/C/Cycleburner/Youthquake_part_1.sid            Cycleburner_Digi
MUSICIANS/C/Cycleburner/Youthquake_part_2.sid            Cycleburner_Digi
MUSICIANS/C/Cyke/Cool_One.sid                            DMC
MUSICIANS/C/Cyke/Deciding_to_Be.sid                      DMC
MUSICIANS/C/Cyke/Deleafing.sid                           DMC
MUSICIANS/C/Cyke/Driven_16.sid                           DMC
MUSICIANS/C/Cyke/Entering_Light.sid                      DMC
MUSICIANS/C/Cyke/Lametekkno.sid                          DMC
MUSICIANS/C/Cyke/Last_Day_of_Freedom.sid                 DMC
MUSICIANS/C/Cyke/Leafing.sid                             DMC
MUSICIANS/C/Cyke/Life_of_relaxing.sid                    DMC
MUSICIANS/C/Cyke/Limbo_in_Nebraska.sid                   DMC
MUSICIANS/C/Cyke/Manodepressive.sid                      DMC
MUSICIANS/C/Cyke/Nice_n_short.sid                        DMC
MUSICIANS/C/Cyke/No_Estoy_Contento.sid                   DMC
MUSICIANS/C/Cyke/Point_of_No_Return.sid                  DMC
MUSICIANS/C/Cyke/Satisfaction.sid                        DMC
MUSICIANS/C/Cyke/Scarlet_Pimpernel.sid                   DMC
MUSICIANS/C/Cyke/Semidepressive.sid                      DMC
MUSICIANS/C/Cyke/Stand_by_Me.sid                         DMC
MUSICIANS/C/Cyke/Suicide_in_Silence.sid                  DMC
MUSICIANS/C/Cyke/Summers_Coming.sid                      DMC
MUSICIANS/C/Cyke/Swinging.sid                            DMC
MUSICIANS/C/Cyrion/Everybody_in_the_Place.sid            Cyrion_Digi
MUSICIANS/C/Cyrion/Night_in_Motion.sid                   Cyrion_Digi
MUSICIANS/C/Cyrion/Outta_Space.sid                       Cyrion_Digi
MUSICIANS/C/Czyszy/Asalieri.sid                          Hermit/SidWizard_V1.x
MUSICIANS/C/Czyszy/ChipMotif.sid                         Hermit/SidWizard_V1.x
MUSICIANS/C/Czyszy/Czytrus_Frut.sid                      GoatTracker_V2.x
MUSICIANS/C/Czyszy/Fonic_Boom.sid                        Hermit/SidWizard_V1.x
MUSICIANS/C/Czyszy/Skazastan.sid                         Hermit/SidWizard_V1.x
MUSICIANS/C/cTrix/Beach_Party_Disco_2008.sid             GoatTracker_V1.x
MUSICIANS/C/cTrix/Level_7.sid                            GoatTracker_V1.x
MUSICIANS/C/cTrix/PolyNova.sid                           Polyanna
MUSICIANS/D/D-Tract/Apogepha.sid                         DMC
MUSICIANS/D/D-Tract/Deep_Star_note.sid                   DMC
MUSICIANS/D/D-Tract/Infusion.sid                         DMC
MUSICIANS/D/D-Tract/Loops_of_Infinity.sid                DMC
MUSICIANS/D/DAM/Amber_Night.sid                          Hermit/SidWizard_V1.x
MUSICIANS/D/DAM/Blood_Nebula.sid                         Hermit/SidWizard_V1.x
MUSICIANS/D/DAM/Bodyjerk.sid                             Hermit/SidWizard_V1.x
MUSICIANS/D/DAM/Burn.sid                                 Hermit/SidWizard_V1.x
MUSICIANS/D/DAM/Cadence.sid                              Hermit/SidWizard_V1.x
MUSICIANS/D/DAM/Chromosphere.sid                         Hermit/SidWizard_V1.x
MUSICIANS/D/DAM/Closer.sid                               Hermit/SidWizard_V1.x
MUSICIANS/D/DAM/Covacid19.sid                            Hermit/SidWizard_V1.x
MUSICIANS/D/DAM/Decades.sid                              Hermit/SidWizard_V1.x
MUSICIANS/D/DAM/Distant_Breaks.sid                       Hermit/SidWizard_V1.x
MUSICIANS/D/DAM/Dominion_Mother_Russia.sid               Hermit/SidWizard_V1.x
MUSICIANS/D/DAM/Dream_Piper.sid                          Hermit/SidWizard_V1.x
MUSICIANS/D/DAM/Ember_2SID.sid                           Hermit/SidWizard_V1.x
MUSICIANS/D/DAM/English_Rose.sid                         Hermit/SidWizard_V1.x
MUSICIANS/D/DAM/Flight_One.sid                           Hermit/SidWizard_V1.x
MUSICIANS/D/DAM/Galza_Tune.sid                           Hermit/SidWizard_V1.x
MUSICIANS/D/DAM/In_Your_Room.sid                         Hermit/SidWizard_V1.x
MUSICIANS/D/DAM/Jack_Door.sid                            Hermit/SidWizard_V1.x
MUSICIANS/D/DAM/L_A_T_W_A_T.sid                          Hermit/SidWizard_V1.x
MUSICIANS/D/DAM/Moondust.sid                             Hermit/SidWizard_V1.x
MUSICIANS/D/DAM/Must_Dash.sid                            Hermit/SidWizard_V1.x
MUSICIANS/D/DAM/Neon_Haze.sid                            Hermit/SidWizard_V1.x
MUSICIANS/D/DAM/New_Air_2SID.sid                         Hermit/SidWizard_V1.x
MUSICIANS/D/DAM/Nightingales.sid                         Hermit/SidWizard_V1.x
MUSICIANS/D/DAM/No_Time_to_Cry.sid                       Hermit/SidWizard_V1.x
MUSICIANS/D/DAM/Obsidian.sid                             Hermit/SidWizard_V1.x
MUSICIANS/D/DAM/Sand_Viper.sid                           Hermit/SidWizard_V1.x
MUSICIANS/D/DAM/Scoopy.sid                               Hermit/SidWizard_V1.x
MUSICIANS/D/DAM/Senara_Gaze.sid                          Hermit/SidWizard_V1.x
MUSICIANS/D/DAM/Skin_Crawl.sid                           Hermit/SidWizard_V1.x
MUSICIANS/D/DAM/Solitude.sid                             Hermit/SidWizard_V1.x
MUSICIANS/D/DAM/Talespinner.sid                          Hermit/SidWizard_V1.x
MUSICIANS/D/DAM/Tomb_Dancer.sid                          Hermit/SidWizard_V1.x
MUSICIANS/D/DAM/Wolf_Moon.sid                            Hermit/SidWizard_V1.x
MUSICIANS/D/DAM/Zen_Lagoon.sid                           Hermit/SidWizard_V1.x
MUSICIANS/D/DB/Destructive_tune_2.sid                    MoN/FutureComposer
MUSICIANS/D/DB/Destructive_tune_4.sid                    MoN/FutureComposer
MUSICIANS/D/DB/Destructive_tune_6.sid                    MoN/FutureComposer
MUSICIANS/D/DB/Give_Me_Hop.sid                           Soundmonitor
MUSICIANS/D/DB/Good_Bye_Future_Composer.sid              MoN/FutureComposer
MUSICIANS/D/DB/Material_Girls.sid                        MoN/FutureComposer
MUSICIANS/D/DB/More_Dots.sid                             Soundmonitor
MUSICIANS/D/DJ/Noteday_67.sid                            Music_Assembler
MUSICIANS/D/DJ/Vagabonds_Intro.sid                       Music_Assembler
MUSICIANS/D/DJ/Violation_3_tune_10.sid                   Music_Assembler
MUSICIANS/D/DJ/Violation_3_tune_2.sid                    Music_Assembler
MUSICIANS/D/DJ/Violation_3_tune_4.sid                    Music_Assembler
MUSICIANS/D/DJ/Violation_3_tune_8.sid                    Music_Assembler
MUSICIANS/D/DJ/Violation_3_tune_9.sid                    Music_Assembler
MUSICIANS/D/DJ/Violation_4_tune_2.sid                    Music_Assembler
MUSICIANS/D/DJ/Violation_4_tune_3.sid                    Music_Assembler
MUSICIANS/D/DJ/Vioris.sid                                Music_Assembler
MUSICIANS/D/DJ/Wind_of_Change.sid                        Music_Assembler
MUSICIANS/D/DJ_Gruby/Auf_Tour_Mit_Dem_Auto.sid           GoatTracker_V2.x
MUSICIANS/D/DJ_Gruby/Beep.sid                            GoatTracker_V2.x
MUSICIANS/D/DJ_Gruby/Brother_Moon.sid                    GoatTracker_V2.x
MUSICIANS/D/DJ_Gruby/Cow_and_Chicken.sid                 GoatTracker_V2.x
MUSICIANS/D/DJ_Gruby/Crystal_Kingdom_Dizzy.sid           GoatTracker_V2.x
MUSICIANS/D/DJ_Gruby/Funeral_tune_3.sid                  GoatTracker_V2.x
MUSICIANS/D/DJ_Gruby/Gordian_Tomb_Cover.sid              GoatTracker_V2.x
MUSICIANS/D/DJ_Gruby/Incredible_Hulk_Theme.sid           GoatTracker_V2.x
MUSICIANS/D/DJ_Gruby/Necessary_Evil_Cover.sid            GoatTracker_V2.x
MUSICIANS/D/DJ_Gruby/Red_and_Blue.sid                    GoatTracker_V2.x
MUSICIANS/D/DJ_Gruby/Sielanka.sid                        GoatTracker_V2.x
MUSICIANS/D/DJ_Space/5B_Datassette.sid                   GoatTracker_V2.x
MUSICIANS/D/DJ_Space/Advantage.sid                       GoatTracker_V2.x
MUSICIANS/D/DJ_Space/Alex_Kidd.sid                       GoatTracker_V2.x
MUSICIANS/D/DJ_Space/Arbitrary.sid                       GoatTracker_V2.x
MUSICIANS/D/DJ_Space/Beat_It.sid                         DefleMask_v12
MUSICIANS/D/DJ_Space/Black_or_White.sid                  GoatTracker_V2.x
MUSICIANS/D/DJ_Space/Cammy_Theme.sid                     GoatTracker_V2.x
MUSICIANS/D/DJ_Space/Casio_VL-1_Love.sid                 GoatTracker_V2.x
MUSICIANS/D/DJ_Space/Circus_Game.sid                     GoatTracker_V2.x
MUSICIANS/D/DJ_Space/Colonel_Bogey_March.sid             GoatTracker_V2.x
MUSICIANS/D/DJ_Space/Conformer.sid                       GoatTracker_V2.x
MUSICIANS/D/DJ_Space/Contra_Jungle_Theme.sid             GoatTracker_V2.x
MUSICIANS/D/DJ_Space/Daisys_Nightmare.sid                GoatTracker_V2.x
MUSICIANS/D/DJ_Space/Deadpool.sid                        GoatTracker_V2.x
MUSICIANS/D/DJ_Space/DooM_Medley.sid                     GoatTracker_V2.x
MUSICIANS/D/DJ_Space/Doom_in_Chains.sid                  GoatTracker_V2.x
MUSICIANS/D/DJ_Space/Ducktales.sid                       DefleMask_v12
MUSICIANS/D/DJ_Space/Dynasty.sid                         DefleMask_v12
MUSICIANS/D/DJ_Space/Espana_Cani_Remix.sid               GoatTracker_V2.x
MUSICIANS/D/DJ_Space/Everything_I_Do.sid                 GoatTracker_V2.x
MUSICIANS/D/DJ_Space/Fear_Not.sid                        GoatTracker_V2.x
MUSICIANS/D/DJ_Space/Fearless_Astronaut.sid              GoatTracker_V2.x
MUSICIANS/D/DJ_Space/Fight_4_Justice.sid                 GoatTracker_V2.x
MUSICIANS/D/DJ_Space/Flesh_on_Fire.sid                   GoatTracker_V2.x
MUSICIANS/D/DJ_Space/Frogger_Rags.sid                    GoatTracker_V2.x
MUSICIANS/D/DJ_Space/Funky_Xmas_Ghosts.sid               GoatTracker_V2.x
MUSICIANS/D/DJ_Space/GR_GOLD_Loader.sid                  GoatTracker_V2.x
MUSICIANS/D/DJ_Space/Ghosts_and_Goblins_on_NES.sid       GoatTracker_V2.x
MUSICIANS/D/DJ_Space/Golden_Era.sid                      GoatTracker_V2.x
MUSICIANS/D/DJ_Space/Groovy_Cat.sid                      GoatTracker_V2.x
MUSICIANS/D/DJ_Space/Halloween_1984.sid                  GoatTracker_V2.x
MUSICIANS/D/DJ_Space/Hellas_Guys.sid                     GoatTracker_V2.x
MUSICIANS/D/DJ_Space/Hunchback_Enhanced.sid              DefleMask_v12
MUSICIANS/D/DJ_Space/In_the_Hall_of_Miner_Willy.sid      GoatTracker_V2.x
MUSICIANS/D/DJ_Space/Inadmissibles.sid                   GoatTracker_V2.x
MUSICIANS/D/DJ_Space/Inside_My_Mind.sid                  GoatTracker_V2.x
MUSICIANS/D/DJ_Space/Lampsi.sid                          GoatTracker_V2.x
MUSICIANS/D/DJ_Space/Livin_on_a_Prayer.sid               GoatTracker_V2.x
MUSICIANS/D/DJ_Space/Lone_Wolf.sid                       GoatTracker_V2.x
MUSICIANS/D/DJ_Space/Lost_in_the_Night.sid               GoatTracker_V2.x
MUSICIANS/D/DJ_Space/Lotus_2_Theme_Cover.sid             GoatTracker_V2.x
MUSICIANS/D/DJ_Space/Mask.sid                            GoatTracker_V2.x
MUSICIANS/D/DJ_Space/Master_of_Puppets.sid               GoatTracker_V2.x
MUSICIANS/D/DJ_Space/Memory_Reboot.sid                   GoatTracker_V2.x
MUSICIANS/D/DJ_Space/Mighty_Force.sid                    GoatTracker_V2.x
MUSICIANS/D/DJ_Space/Montagues_and_Capulets_remix.sid    GoatTracker_V2.x
MUSICIANS/D/DJ_Space/Monty_is_a_Maniac.sid               GoatTracker_V2.x
MUSICIANS/D/DJ_Space/Montys_Xmas.sid                     GoatTracker_V2.x
MUSICIANS/D/DJ_Space/Moonglade.sid                       GoatTracker_V2.x
MUSICIANS/D/DJ_Space/Moonlight_Sonata.sid                GoatTracker_V2.x
MUSICIANS/D/DJ_Space/Neon_Glow.sid                       GoatTracker_V2.x
MUSICIANS/D/DJ_Space/Ninja_Gaiden_4-2.sid                DefleMask_v12
MUSICIANS/D/DJ_Space/Out_of_Space.sid                    GoatTracker_V2.x
MUSICIANS/D/DJ_Space/Penthouse.sid                       GoatTracker_V2.x
MUSICIANS/D/DJ_Space/Petscii_Drink.sid                   GoatTracker_V2.x
MUSICIANS/D/DJ_Space/Playtime.sid                        GoatTracker_V2.x
MUSICIANS/D/DJ_Space/Portuguese_Washerwoman.sid          GoatTracker_V2.x
MUSICIANS/D/DJ_Space/Ragtime_Sandman.sid                 GoatTracker_V2.x
MUSICIANS/D/DJ_Space/Ride.sid                            GoatTracker_V2.x
MUSICIANS/D/DJ_Space/Right_in_the_Night.sid              GoatTracker_V2.x
MUSICIANS/D/DJ_Space/SIDstorm.sid                        GoatTracker_V2.x
MUSICIANS/D/DJ_Space/Scatman.sid                         GoatTracker_V2.x
MUSICIANS/D/DJ_Space/Searching_for_Peace.sid             GoatTracker_V2.x
MUSICIANS/D/DJ_Space/Self_Control.sid                    GoatTracker_V2.x
MUSICIANS/D/DJ_Space/Sky_is_the_Limit.sid                GoatTracker_V2.x
MUSICIANS/D/DJ_Space/SmurfSCII_Way.sid                   GoatTracker_V2.x
MUSICIANS/D/DJ_Space/Step_On.sid                         GoatTracker_V2.x
MUSICIANS/D/DJ_Space/Stranger_Things.sid                 GoatTracker_V2.x
MUSICIANS/D/DJ_Space/Streets_of_Rage.sid                 GoatTracker_V2.x
MUSICIANS/D/DJ_Space/Streets_of_Rage_2.sid               GoatTracker_V2.x
MUSICIANS/D/DJ_Space/Subtle_Power.sid                    GoatTracker_V2.x
MUSICIANS/D/DJ_Space/Sugar_Baby_Love.sid                 GoatTracker_V2.x
MUSICIANS/D/DJ_Space/Summer_Presto.sid                   GoatTracker_V2.x
MUSICIANS/D/DJ_Space/Summer_Sunday.sid                   GoatTracker_V2.x
MUSICIANS/D/DJ_Space/Swan_Lake.sid                       GoatTracker_V2.x
MUSICIANS/D/DJ_Space/Tetris_GB.sid                       GoatTracker_V2.x
MUSICIANS/D/DJ_Space/Three_Graces.sid                    GoatTracker_V2.x
MUSICIANS/D/DJ_Space/Touch.sid                           GoatTracker_V2.x
MUSICIANS/D/DJ_Space/Transformers_G1_S2.sid              GoatTracker_V2.x
MUSICIANS/D/DJ_Space/Troubled_Mario.sid                  GoatTracker_V2.x
MUSICIANS/D/DJ_Space/True_Survivor.sid                   GoatTracker_V2.x
MUSICIANS/D/DJ_Space/Turn_the_Lights_Off.sid             GoatTracker_V2.x
MUSICIANS/D/DJ_Space/Ultimate_Weapon.sid                 GoatTracker_V2.x
MUSICIANS/D/DJ_Space/Vega_Theme.sid                      GoatTracker_V2.x
MUSICIANS/D/DJ_Space/Walk_Away.sid                       GoatTracker_V2.x
MUSICIANS/D/DJ_Space/William_C64.sid                     GoatTracker_V2.x
MUSICIANS/D/DJ_Space/Wonder_Boy_3.sid                    GoatTracker_V2.x
MUSICIANS/D/DJ_Space/You_Could_Be_Mine.sid               GoatTracker_V2.x
MUSICIANS/D/DJ_Team/Crocketts_Theme.sid                  Soundmonitor
MUSICIANS/D/DJ_Team/Ice_Cold_Death_tune_4.sid            Soundmonitor
MUSICIANS/D/DJ_Team/Oh_l_Amour.sid                       Soundmonitor
MUSICIANS/D/DJ_Team/Ti_Sento_remix.sid                   Soundmonitor
MUSICIANS/D/DJ_Tony/Brutta.sid                           GoatTracker_V1.x
MUSICIANS/D/DJ_Tony/Centomila.sid                        GoatTracker_V1.x
MUSICIANS/D/DJ_Tony/Sexy_Girl.sid                        GoatTracker_V1.x
MUSICIANS/D/DJ_Tony/Show_Must_Go_On.sid                  GoatTracker_V1.x
MUSICIANS/D/DJ_Tony/Viaggia_insieme_a_me.sid             GoatTracker_V1.x
MUSICIANS/D/DOS/19_Years_GBS.sid                         Music_Assembler
MUSICIANS/D/DOS/25_Years_Later.sid                       Sosperec
